146.270000 -43.660000 362.400000
146.890000 -43.560000 409.200000
147.240000 -43.360000 197.600000
146.270000 -43.040000 601.800000
146.700000 -43.060000 468.600000
147.070000 -42.990000 159.000000
147.360000 -43.090000 111.800000
147.850000 -43.140000 304.800000
145.500000 -42.980000 332.000000
146.050000 -42.770000 687.800000
146.620000 -42.760000 296.100000
147.030000 -42.780000 99.800000
147.240000 -42.770000 89.200000
147.790000 -42.900000 106.400000
146.710000 -42.480000 101.600000
147.000000 -42.380000 77.800000
147.460000 -42.450000 132.200000
147.900000 -42.510000 70.800000
145.170000 -42.200000 407.000000
145.550000 -42.100000 748.000000
146.180000 -42.120000 541.100000
146.750000 -42.130000 250.500000
146.880000 -42.260000 98.600000
147.290000 -42.060000 164.600000
148.000000 -42.290000 64.800000
148.070000 -42.140000 92.300000
145.540000 -41.780000 675.600000
146.670000 -41.900000 306.800000
147.080000 -41.730000 155.400000
147.430000 -41.930000 86.200000
147.960000 -41.820000 87.600000
148.300000 -41.870000 84.900000
145.210000 -41.490000 525.100000
145.530000 -41.440000 708.000000
146.420000 -41.350000 282.200000
146.500000 -41.400000 286.600000
147.210000 -41.550000 153.800000
147.570000 -41.460000 301.800000
148.000000 -41.550000 102.000000
148.230000 -41.630000 214.000000
145.150000 -41.150000 551.600000
145.710000 -41.140000 515.600000
146.270000 -41.200000 226.600000
146.790000 -41.050000 197.400000
147.100000 -41.110000 284.800000
147.390000 -41.000000 210.900000
147.950000 -41.270000 276.200000
148.350000 -40.990000 144.200000
144.690000 -40.680000 330.200000
145.080000 -40.830000 310.400000
145.290000 -40.760000 303.000000
148.010000 -40.960000 219.600000
148.130000 -40.730000 57.000000
144.840000 -40.450000 320.000000
144.110000 -40.010000 368.200000
148.000000 -40.090000 165.000000
148.180000 -40.020000 214.200000
143.880000 -39.880000 324.800000
144.100000 -39.910000 376.000000
147.320000 -39.480000 260.200000
146.420000 -39.130000 391.400000
146.980000 -39.220000 184.400000
143.450000 -38.660000 834.200000
143.730000 -38.630000 674.400000
145.900000 -38.720000 302.000000
146.150000 -38.680000 326.200000
141.540000 -38.430000 288.800000
142.230000 -38.390000 314.000000
142.450000 -38.290000 314.200000
143.080000 -38.330000 255.000000
143.580000 -38.340000 196.500000
143.730000 -38.450000 225.600000
144.090000 -38.460000 263.000000
145.180000 -38.360000 254.600000
145.310000 -38.460000 257.400000
145.670000 -38.330000 361.400000
146.210000 -38.310000 251.000000
146.530000 -38.320000 330.600000
147.180000 -38.320000 143.600000
141.020000 -38.030000 366.500000
142.320000 -38.110000 289.000000
142.770000 -38.070000 224.000000
143.140000 -38.240000 228.800000
143.220000 -37.950000 200.400000
143.990000 -38.240000 208.100000
144.380000 -38.170000 239.200000
144.560000 -38.160000 245.000000
145.170000 -37.950000 217.000000
145.510000 -38.080000 277.200000
145.940000 -38.020000 285.600000
146.090000 -38.270000 356.000000
146.470000 -38.210000 233.000000
146.990000 -37.970000 159.100000
140.770000 -37.750000 311.200000
141.260000 -37.920000 327.800000
142.060000 -37.650000 253.600000
